permno,sorting_date,portfolio_size,portfolio_bm,portfolio_op,portfolio_inv,exchange,size
10026,2022-07-01,1,1,2,2,NASDAQ,2679.23744
10028,2022-07-01,1,1,3,3,AMEX,191.97525
10032,2022-07-01,1,2,2,2,NASDAQ,2176.2555
10044,2022-07-01,1,2,1,1,NASDAQ,42.83513
10051,2022-07-01,1,1,3,2,NYSE,558.89528
10066,2022-07-01,1,3,3,1,NASDAQ,37.069826799999994
10158,2022-07-01,1,1,2,3,NYSE,1540.33804
10253,2022-07-01,1,3,1,3,AMEX,29.729465100000002
10257,2022-07-01,1,1,3,2,NASDAQ,197.52564
10258,2022-07-01,1,1,1,3,NASDAQ,1260.7844
10308,2022-07-01,1,2,2,2,AMEX,1047.1804
10333,2022-07-01,1,2,2,3,NASDAQ,254.52672
10355,2022-07-01,1,2,1,3,NASDAQ,356.3676
10382,2022-07-01,1,2,2,2,NASDAQ,932.4347
10397,2022-07-01,1,2,3,3,NASDAQ,2444.05264
10421,2022-07-01,1,3,2,2,NASDAQ,1073.5925
10443,2022-07-01,1,3,1,3,NASDAQ,570.60925
10463,2022-07-01,1,1,1,1,NASDAQ,55.071
10501,2022-07-01,1,2,2,2,NASDAQ,746.89594
10514,2022-07-01,1,1,1,1,NASDAQ,6.179940000000001
10517,2022-07-01,1,1,3,3,NYSE,891.7095
10530,2022-07-01,1,2,3,2,NASDAQ,1329.93198
10547,2022-07-01,1,1,2,3,NASDAQ,853.5471
10550,2022-07-01,1,1,2,3,NASDAQ,57.3562
10645,2022-07-01,1,2,3,3,NASDAQ,117.82656
10649,2022-07-01,1,2,3,2,NASDAQ,609.94791
10661,2022-07-01,1,3,2,1,NASDAQ,18.11568
10779,2022-07-01,1,3,1,3,AMEX,44.69225
10781,2022-07-01,1,2,2,3,NASDAQ,96.60479999999998
10812,2022-07-01,1,2,2,1,NASDAQ,1097.99976
10860,2022-07-01,1,2,1,2,NASDAQ,196.67012
10866,2022-07-01,1,1,1,1,NYSE,964.00512
10886,2022-07-01,1,3,2,2,NASDAQ,19.27552
10892,2022-07-01,1,3,2,2,NASDAQ,2549.20283
10901,2022-07-01,1,2,3,2,NASDAQ,297.62033
10966,2022-07-01,1,1,1,2,NASDAQ,345.08565
11006,2022-07-01,1,3,2,1,NASDAQ,400.40273
11018,2022-07-01,1,2,3,2,NYSE,2549.90574
11043,2022-07-01,1,1,2,1,NASDAQ,35.66884
11144,2022-07-01,1,3,2,2,NYSE,688.67055
11153,2022-07-01,1,1,2,2,NASDAQ,114.8217
11154,2022-07-01,1,2,2,2,NASDAQ,1199.98748
11174,2022-07-01,1,2,2,3,NASDAQ,641.0232
11208,2022-07-01,1,3,3,2,NYSE,1234.4908
11267,2022-07-01,1,2,1,1,NYSE,223.19064
11275,2022-07-01,1,1,1,2,NASDAQ,113.81710999999999
11285,2022-07-01,1,3,2,3,NASDAQ,1245.3716
11292,2022-07-01,1,2,2,2,NASDAQ,67.32143
11293,2022-07-01,1,3,2,2,NASDAQ,1893.05529
11368,2022-07-01,1,1,1,1,NASDAQ,47.17436
11370,2022-07-01,1,1,2,2,NYSE,2912.21799
11394,2022-07-01,1,1,1,1,NASDAQ,8.641463899999998
11397,2022-07-01,1,2,2,2,NASDAQ,831.4803
11442,2022-07-01,1,2,2,2,NASDAQ,1187.33632
11481,2022-07-01,1,2,2,1,NASDAQ,519.7764
11499,2022-07-01,1,3,2,1,NASDAQ,206.51332
11511,2022-07-01,1,1,2,3,NASDAQ,44.29703
11547,2022-07-01,1,1,2,2,NYSE,2827.40976
11565,2022-07-01,1,3,2,3,NASDAQ,759.0416600000001
11581,2022-07-01,1,2,2,1,NYSE,1151.68002
11587,2022-07-01,1,1,2,1,NASDAQ,1124.40168
11593,2022-07-01,1,3,2,1,NASDAQ,157.92282000000003
11628,2022-07-01,1,2,3,2,NYSE,590.9904
11636,2022-07-01,1,1,1,1,NASDAQ,286.34328
11644,2022-07-01,1,2,3,2,NYSE,2813.50448
11654,2022-07-01,1,3,2,1,NASDAQ,63.9972
11664,2022-07-01,1,2,2,2,NYSE,1361.26332
11691,2022-07-01,1,2,3,3,NYSE,2954.62808
13412,2022-07-01,1,2,1,3,NASDAQ,329.4930898
13453,2022-07-01,1,3,1,2,NASDAQ,19.64625
13455,2022-07-01,1,3,1,3,NASDAQ,16.96464
13508,2022-07-01,1,2,3,1,NYSE,361.69815
13520,2022-07-01,1,2,2,1,NASDAQ,376.0896000000001
13528,2022-07-01,1,3,3,2,NASDAQ,221.81346
13534,2022-07-01,1,3,2,1,NASDAQ,389.775
13537,2022-07-01,1,2,2,3,NASDAQ,1415.39013
13548,2022-07-01,1,1,3,1,NASDAQ,1498.30962
13559,2022-07-01,1,2,1,1,NASDAQ,194.14134
13561,2022-07-01,1,3,2,2,NASDAQ,97.87305
13563,2022-07-01,1,1,3,1,NASDAQ,160.47197
13577,2022-07-01,1,2,1,2,NYSE,422.62974
13579,2022-07-01,1,2,2,2,NYSE,1149.97523
13599,2022-07-01,1,2,3,3,NASDAQ,54.34454999999999
13622,2022-07-01,1,3,2,2,NYSE,1161.49314
13625,2022-07-01,1,1,3,2,NYSE,2076.74247
13648,2022-07-01,1,1,1,3,NASDAQ,147.8834
13652,2022-07-01,1,3,1,3,NASDAQ,30.292379999999998
13693,2022-07-01,1,2,1,3,NASDAQ,138.02016
13694,2022-07-01,1,3,2,2,NASDAQ,219.725
13704,2022-07-01,1,1,1,3,NASDAQ,1024.292
13712,2022-07-01,1,3,1,1,NASDAQ,67.56828
13743,2022-07-01,1,3,2,2,NYSE,662.1966
13748,2022-07-01,1,3,2,2,NYSE,1745.04967
13766,2022-07-01,1,2,3,3,NYSE,2346.70203
13769,2022-07-01,1,3,3,2,AMEX,13.495380000000003
13777,2022-07-01,1,1,2,2,NASDAQ,588.48256
13796,2022-07-01,1,1,1,3,NASDAQ,197.0696
13797,2022-07-01,1,3,2,1,NASDAQ,346.25528
13798,2022-07-01,1,1,1,3,NASDAQ,176.62312
13802,2022-07-01,1,1,3,2,NYSE,2397.38243
13812,2022-07-01,1,3,1,3,NASDAQ,26.21355
13816,2022-07-01,1,1,1,2,NYSE,941.9579199999998
13825,2022-07-01,1,1,1,1,NASDAQ,979.4344000000001
13828,2022-07-01,1,1,1,2,NASDAQ,11.84422
13837,2022-07-01,1,1,3,2,NYSE,2638.61648
13844,2022-07-01,1,3,1,3,NASDAQ,16.646
13862,2022-07-01,1,3,2,2,NYSE,2794.76704
13870,2022-07-01,1,1,1,2,NASDAQ,181.86688
13876,2022-07-01,1,3,2,2,NASDAQ,155.01108
13877,2022-07-01,1,3,2,2,NASDAQ,2794.90396
13879,2022-07-01,1,3,1,3,NASDAQ,73.6971408
13890,2022-07-01,1,1,2,3,NYSE,444.34008
13908,2022-07-01,1,3,3,1,NYSE,2379.87837
13918,2022-07-01,1,1,1,1,NASDAQ,416.07116
13919,2022-07-01,1,3,1,1,NYSE,511.204
13921,2022-07-01,1,2,3,2,NYSE,1118.0559
13935,2022-07-01,1,1,3,2,NASDAQ,948.08076
13947,2022-07-01,1,2,1,1,NASDAQ,304.50114
13959,2022-07-01,1,1,3,1,NASDAQ,216.012
13962,2022-07-01,1,1,1,1,NASDAQ,590.2706
13965,2022-07-01,1,2,1,3,NASDAQ,33.87195
13967,2022-07-01,1,1,1,1,NASDAQ,2864.53036
13969,2022-07-01,1,2,3,2,NASDAQ,162.63951
13976,2022-07-01,1,2,2,1,AMEX,22.5736
14033,2022-07-01,1,3,1,3,NASDAQ,15.42024
14044,2022-07-01,1,2,1,3,NASDAQ,1215.24855
14046,2022-07-01,1,3,1,3,NASDAQ,5.693159999999999
14051,2022-07-01,1,3,1,1,AMEX,65.4075
14056,2022-07-01,1,3,1,3,NASDAQ,27.58272
14060,2022-07-01,1,3,1,3,NASDAQ,28.18991
14072,2022-07-01,1,1,1,2,NASDAQ,278.921
14093,2022-07-01,1,3,1,3,NASDAQ,68.939992
14094,2022-07-01,1,3,1,3,NASDAQ,26.76583
14099,2022-07-01,1,1,1,2,NASDAQ,211.55848
14102,2022-07-01,1,1,3,2,NASDAQ,2775.65436
14107,2022-07-01,1,3,1,3,NASDAQ,50.07336
14133,2022-07-01,1,2,1,3,AMEX,21.72152
14135,2022-07-01,1,3,1,3,AMEX,98.28244999999998
14137,2022-07-01,1,3,3,2,AMEX,283.82466
14145,2022-07-01,1,3,1,1,NASDAQ,42.8699
14158,2022-07-01,1,1,1,2,NASDAQ,10.83132
14166,2022-07-01,1,1,2,2,NASDAQ,1808.8863
14167,2022-07-01,1,1,1,3,NASDAQ,1124.32788
14172,2022-07-01,1,1,1,3,NASDAQ,27.68115
14175,2022-07-01,1,3,2,2,NASDAQ,208.372
14185,2022-07-01,1,3,1,1,NYSE,85.14437
14213,2022-07-01,1,2,3,3,NYSE,1438.5411
14221,2022-07-01,1,3,2,3,NYSE,472.40232
14239,2022-07-01,1,1,3,1,NASDAQ,1273.95756
14245,2022-07-01,1,1,1,3,NASDAQ,2400.26514
14257,2022-07-01,1,1,1,1,NASDAQ,181.30405
14262,2022-07-01,1,1,1,3,NASDAQ,877.2021899999999
14263,2022-07-01,1,2,1,3,NASDAQ,1424.0241
14273,2022-07-01,1,1,2,3,NYSE,2364.3081
14274,2022-07-01,1,3,3,1,NYSE,315.39998
14276,2022-07-01,1,3,1,3,NYSE,366.1888
14296,2022-07-01,1,2,1,1,NYSE,95.55805
14310,2022-07-01,1,3,2,2,NASDAQ,272.37234
14313,2022-07-01,1,2,1,3,NASDAQ,72.26496
14317,2022-07-01,1,2,3,3,NASDAQ,2022.4237000000003
14318,2022-07-01,1,3,2,2,NASDAQ,1410.2716499999997
14339,2022-07-01,1,1,1,2,NASDAQ,19.75005
14355,2022-07-01,1,3,1,1,NASDAQ,35.0477
14359,2022-07-01,1,1,2,2,NASDAQ,1633.55108
14419,2022-07-01,1,1,1,3,NASDAQ,82.58586
14422,2022-07-01,1,2,1,1,NASDAQ,490.37230000000005
14423,2022-07-01,1,2,1,1,NASDAQ,276.9921
14431,2022-07-01,1,3,1,1,NASDAQ,31.3443096
14434,2022-07-01,1,1,3,3,NASDAQ,1080.60771
14435,2022-07-01,1,3,1,1,NASDAQ,4.9622091
14440,2022-07-01,1,1,1,3,NASDAQ,1546.79474
14442,2022-07-01,1,2,1,1,NASDAQ,68.591934
14444,2022-07-01,1,3,1,1,NASDAQ,10.696344
14449,2022-07-01,1,2,1,3,NASDAQ,15.90762
14451,2022-07-01,1,3,1,2,NASDAQ,201.76004
14452,2022-07-01,1,3,1,3,NASDAQ,161.6456256
14456,2022-07-01,1,1,2,1,NASDAQ,589.5861
14459,2022-07-01,1,2,2,2,NASDAQ,552.89988
14467,2022-07-01,1,1,1,1,NASDAQ,1010.55986
14468,2022-07-01,1,3,1,3,NASDAQ,9.589983899999998
14469,2022-07-01,1,1,3,3,NASDAQ,188.74964
14472,2022-07-01,1,1,1,3,NASDAQ,3221.85752
14479,2022-07-01,1,1,3,3,NYSE,2436.25536
14487,2022-07-01,1,2,2,2,NYSE,1590.1141499999997
14490,2022-07-01,1,2,3,1,NYSE,425.1139
14495,2022-07-01,1,1,2,3,NYSE,1090.3635
14497,2022-07-01,1,2,1,3,AMEX,114.40584999999999
14503,2022-07-01,1,1,2,1,NYSE,2779.9695
14504,2022-07-01,1,2,1,2,NYSE,282.79746
14516,2022-07-01,1,1,1,1,NYSE,2206.204
14523,2022-07-01,1,1,1,3,NASDAQ,421.02006
14526,2022-07-01,1,2,2,1,NASDAQ,868.99754
14528,2022-07-01,1,3,1,3,NASDAQ,52.07664
14531,2022-07-01,1,1,1,1,NASDAQ,64.8662355
14532,2022-07-01,1,2,3,3,NASDAQ,754.005
14535,2022-07-01,1,2,1,1,NASDAQ,43.8574
14536,2022-07-01,1,3,1,3,NASDAQ,27.7092
14538,2022-07-01,1,1,1,3,NASDAQ,68.45796
14544,2022-07-01,1,2,2,1,NASDAQ,354.85668
14545,2022-07-01,1,2,2,3,NASDAQ,70.892505
14548,2022-07-01,1,3,1,1,NASDAQ,67.72752
14550,2022-07-01,1,2,1,3,NASDAQ,45.032775
14551,2022-07-01,1,3,1,3,NASDAQ,15.54633
14554,2022-07-01,1,2,1,3,NASDAQ,808.4934
14555,2022-07-01,1,3,1,1,NASDAQ,30.148732199999998
14556,2022-07-01,1,2,1,1,NASDAQ,77.465
14574,2022-07-01,1,1,3,3,NYSE,2550.94245
14580,2022-07-01,1,2,2,3,NASDAQ,1179.6636
14590,2022-07-01,1,3,2,1,NASDAQ,94.32047
14591,2022-07-01,1,1,1,3,NASDAQ,104.32983
14599,2022-07-01,1,3,2,2,NASDAQ,78.11208
14601,2022-07-01,1,3,3,1,NASDAQ,1984.88721
14603,2022-07-01,1,2,3,2,NASDAQ,389.06594
14604,2022-07-01,1,3,2,2,NASDAQ,400.87536
14607,2022-07-01,1,2,1,2,NASDAQ,13.54588
11701,2022-07-01,1,3,3,2,NASDAQ,1246.771
11731,2022-07-01,1,1,3,1,NYSE,2481.885
11775,2022-07-01,1,2,3,3,NASDAQ,547.9936
11790,2022-07-01,1,3,2,2,NASDAQ,270.18229
11803,2022-07-01,1,1,2,3,NASDAQ,410.21904
11825,2022-07-01,1,1,2,3,NASDAQ,259.04515999999995
11844,2022-07-01,1,3,2,2,NASDAQ,723.6738
11884,2022-07-01,1,1,3,3,NASDAQ,2326.66876
12008,2022-07-01,1,1,3,1,NYSE,2749.51808
12009,2022-07-01,1,3,3,1,NYSE,115.566
12017,2022-07-01,1,2,2,3,NASDAQ,64.922191
12036,2022-07-01,1,3,2,2,NYSE,3352.096
12049,2022-07-01,1,3,3,3,AMEX,143.99257
12078,2022-07-01,1,1,2,2,AMEX,82.06532
12146,2022-07-01,1,1,2,3,NASDAQ,108.1773522
12166,2022-07-01,1,3,2,2,NASDAQ,242.91036
12189,2022-07-01,1,2,3,2,NASDAQ,608.68665
12209,2022-07-01,1,2,2,2,NASDAQ,76.90081
12211,2022-07-01,1,1,2,2,NYSE,1458.09796
12226,2022-07-01,1,2,2,3,NASDAQ,2201.27937
12266,2022-07-01,1,1,2,3,NASDAQ,943.6021
12307,2022-07-01,1,1,1,3,NASDAQ,594.05535
12310,2022-07-01,1,3,1,2,NASDAQ,58.67425
12358,2022-07-01,1,2,1,2,NASDAQ,14.597757399999999
12360,2022-07-01,1,1,1,3,NASDAQ,993.42152
12363,2022-07-01,1,3,2,1,NASDAQ,136.52772
12380,2022-07-01,1,2,2,2,NASDAQ,81.2284
12437,2022-07-01,1,3,3,1,NYSE,979.92972
12452,2022-07-01,1,1,3,1,AMEX,197.80020000000002
12477,2022-07-01,1,2,3,2,NYSE,3191.7442
12480,2022-07-01,1,3,2,2,NASDAQ,256.04656
12487,2022-07-01,1,3,2,2,NASDAQ,66.60808
12488,2022-07-01,1,1,1,3,NASDAQ,11.370299999999999
12497,2022-07-01,1,3,1,1,NASDAQ,101.5623
12502,2022-07-01,1,2,2,2,NASDAQ,121.46928
12515,2022-07-01,1,3,2,2,NYSE,2909.16359
12527,2022-07-01,1,3,1,3,AMEX,57.595824
12559,2022-07-01,1,1,1,1,NYSE,841.14602
12577,2022-07-01,1,1,1,1,NASDAQ,125.8464
12579,2022-07-01,1,2,1,3,NASDAQ,552.6401
12583,2022-07-01,1,1,2,3,NASDAQ,2670.2566
12592,2022-07-01,1,2,1,3,AMEX,45.359623
12615,2022-07-01,1,3,2,1,NYSE,318.59464
12629,2022-07-01,1,2,2,2,NYSE,652.30982
12640,2022-07-01,1,2,1,1,NASDAQ,147.35427
12783,2022-07-01,1,2,1,1,NYSE,468.9047
12788,2022-07-01,1,3,3,3,NYSE,2819.16122
12789,2022-07-01,1,1,1,3,AMEX,38.167416
12796,2022-07-01,1,3,1,2,NYSE,2589.47696
12840,2022-07-01,1,3,1,3,AMEX,43.36528
12880,2022-07-01,1,3,3,2,NASDAQ,915.35808
12905,2022-07-01,1,3,3,1,NYSE,567.82461
12913,2022-07-01,1,1,2,2,NASDAQ,1487.81473
12920,2022-07-01,1,3,2,2,NASDAQ,61.902
13006,2022-07-01,1,3,2,3,NASDAQ,510.48
13007,2022-07-01,1,3,2,2,NASDAQ,170.05625
13019,2022-07-01,1,3,3,3,NYSE,225.52836
13084,2022-07-01,1,2,3,2,NYSE,238.47628
13108,2022-07-01,1,1,3,1,NASDAQ,341.1357
13111,2022-07-01,1,3,1,1,NASDAQ,64.5106
13124,2022-07-01,1,2,3,3,NYSE,1192.86882
13159,2022-07-01,1,1,1,2,NASDAQ,90.4723482
13168,2022-07-01,1,1,1,2,NASDAQ,2260.6534
13196,2022-07-01,1,2,2,2,AMEX,366.96352
13198,2022-07-01,1,3,2,2,NASDAQ,61.633
13202,2022-07-01,1,1,1,1,NASDAQ,217.63107999999997
13249,2022-07-01,1,2,2,3,NYSE,1315.40864
13253,2022-07-01,1,3,2,1,NYSE,861.94734
13260,2022-07-01,1,1,2,2,NASDAQ,264.7764
13262,2022-07-01,1,1,1,1,NASDAQ,1767.9291
13265,2022-07-01,1,2,1,3,NASDAQ,69.84733920000001
13278,2022-07-01,1,2,3,1,NASDAQ,648.77971
13279,2022-07-01,1,3,1,3,NASDAQ,6.2058282
13302,2022-07-01,1,2,3,3,NYSE,361.44264
13303,2022-07-01,1,3,1,2,NYSE,481.68560999999994
13318,2022-07-01,1,1,2,1,NYSE,1967.75443
13325,2022-07-01,1,1,1,1,NASDAQ,79.7895
13326,2022-07-01,1,1,3,1,NASDAQ,3221.9751
13328,2022-07-01,1,2,2,2,NASDAQ,202.11298
13337,2022-07-01,1,3,1,1,NYSE,112.24602
13343,2022-07-01,1,2,2,1,NYSE,831.4906800000001
13369,2022-07-01,1,1,1,1,NASDAQ,43.9835
13375,2022-07-01,1,2,2,1,NASDAQ,185.06166
13399,2022-07-01,1,2,2,1,NYSE,159.60672
13410,2022-07-01,1,2,2,2,NASDAQ,1546.98864
13411,2022-07-01,1,2,1,2,NASDAQ,95.27320000000002
16145,2022-07-01,1,1,2,2,NASDAQ,127.15008
16146,2022-07-01,1,1,1,2,NASDAQ,18.2222
16173,2022-07-01,1,3,1,2,NASDAQ,24.9586623
16178,2022-07-01,1,1,1,3,NASDAQ,67.5751056
16179,2022-07-01,1,3,1,3,NASDAQ,4.880432
16181,2022-07-01,1,1,1,3,NASDAQ,81.34039809999999
16183,2022-07-01,1,3,2,2,NASDAQ,137.4871
16186,2022-07-01,1,2,1,3,NASDAQ,146.9636
16247,2022-07-01,1,2,1,3,NASDAQ,82.82399999999998
16250,2022-07-01,1,1,1,1,NASDAQ,220.02666000000002
16252,2022-07-01,1,3,1,3,NASDAQ,21.4665
16253,2022-07-01,1,3,2,2,NASDAQ,2894.41221
16255,2022-07-01,1,2,1,3,NASDAQ,12.7924276
16261,2022-07-01,1,1,3,3,NASDAQ,390.21784999999994
16263,2022-07-01,1,1,1,2,NASDAQ,385.09044
16276,2022-07-01,1,2,3,2,NYSE,939.7643199999999
16277,2022-07-01,1,1,3,2,NYSE,931.1291
16285,2022-07-01,1,3,2,2,NASDAQ,430.3647
16287,2022-07-01,1,1,1,3,NASDAQ,1106.59153
16290,2022-07-01,1,2,3,3,NASDAQ,1650.40498
16303,2022-07-01,1,1,1,3,NASDAQ,49.58706
16308,2022-07-01,1,1,1,1,NASDAQ,67.4882
16310,2022-07-01,1,2,1,1,NASDAQ,14.2792
16318,2022-07-01,1,1,2,2,NYSE,1603.73564
16319,2022-07-01,1,2,2,2,NYSE,1852.5567
16376,2022-07-01,1,2,1,1,NASDAQ,7.621888274
16386,2022-07-01,1,1,1,1,NASDAQ,3237.01092
16392,2022-07-01,1,1,2,3,NASDAQ,105.52312
16393,2022-07-01,1,2,1,3,NASDAQ,11.322584
16399,2022-07-01,1,1,1,2,NASDAQ,86.60884
16400,2022-07-01,1,1,1,3,NASDAQ,105.98796
16401,2022-07-01,1,3,1,1,NASDAQ,104.08640000000001
16432,2022-07-01,1,3,3,3,NASDAQ,3020.2200000000003
16434,2022-07-01,1,1,3,2,NYSE,3010.338
16436,2022-07-01,1,2,3,3,NYSE,2214.60393
16437,2022-07-01,1,1,3,3,NYSE,900.0871
16448,2022-07-01,1,2,3,3,NYSE,575.49642
16463,2022-07-01,1,2,1,3,NASDAQ,240.146895
16464,2022-07-01,1,2,1,1,NASDAQ,374.31044
16471,2022-07-01,1,3,1,1,NASDAQ,84.486
16472,2022-07-01,1,2,1,3,NASDAQ,27.588
16473,2022-07-01,1,2,1,3,NASDAQ,11.469348700000001
16497,2022-07-01,1,3,3,1,NASDAQ,931.8456000000001
16499,2022-07-01,1,3,1,1,NYSE,3166.8309
16522,2022-07-01,1,1,3,3,NASDAQ,638.7188
16528,2022-07-01,1,2,1,3,NASDAQ,34.27184
16529,2022-07-01,1,2,3,3,NASDAQ,673.27621
16532,2022-07-01,1,3,1,3,NASDAQ,6.4411362
16533,2022-07-01,1,2,1,3,NASDAQ,25.83
16541,2022-07-01,1,3,1,3,NASDAQ,121.5981
16542,2022-07-01,1,2,1,3,NASDAQ,101.56569999999998
16543,2022-07-01,1,2,2,2,NASDAQ,851.322
16548,2022-07-01,1,2,3,2,NYSE,2997.5016
16554,2022-07-01,1,2,3,1,NYSE,1270.4972
16555,2022-07-01,1,3,2,2,NYSE,1485.759
16557,2022-07-01,1,2,1,3,NYSE,2320.78236
16560,2022-07-01,1,2,2,1,NYSE,662.77651
16562,2022-07-01,1,2,1,3,NASDAQ,573.0893
16569,2022-07-01,1,3,2,1,NASDAQ,44.2795
16570,2022-07-01,1,2,1,2,NASDAQ,156.59343
16591,2022-07-01,1,2,2,1,NASDAQ,2011.27095
16592,2022-07-01,1,2,3,3,NASDAQ,579.55995
16594,2022-07-01,1,2,1,3,NASDAQ,13.43872
16597,2022-07-01,1,1,1,2,NYSE,2927.13426
16613,2022-07-01,1,1,1,1,AMEX,171.32335
16617,2022-07-01,1,3,2,2,NYSE,1042.41
16622,2022-07-01,1,1,1,1,AMEX,40.85426
16625,2022-07-01,1,1,1,3,NASDAQ,211.1923
16630,2022-07-01,1,1,2,3,NASDAQ,776.67274
16631,2022-07-01,1,1,3,3,NASDAQ,2406.52064
16632,2022-07-01,1,1,3,3,NASDAQ,2505.4781000000003
16633,2022-07-01,1,3,2,2,NASDAQ,52.672900000000006
16638,2022-07-01,1,3,1,2,NASDAQ,348.4803
16648,2022-07-01,1,3,3,2,NYSE,2123.70534
16650,2022-07-01,1,1,1,2,NYSE,590.75064
16653,2022-07-01,1,2,3,2,NYSE,1581.09833
16655,2022-07-01,1,1,1,3,NYSE,2387.69952
16659,2022-07-01,1,3,1,2,NYSE,73.9742
16667,2022-07-01,1,3,2,2,NYSE,669.11702
16671,2022-07-01,1,3,2,1,NASDAQ,97.8615
16675,2022-07-01,1,3,1,2,NASDAQ,74.648
16676,2022-07-01,1,3,2,2,NASDAQ,292.74515
16680,2022-07-01,1,2,2,2,NASDAQ,13.91856
16681,2022-07-01,1,3,1,1,NASDAQ,19.1893
16689,2022-07-01,1,3,3,2,NYSE,3067.2539999999995
16696,2022-07-01,1,2,3,1,NYSE,655.30956
16697,2022-07-01,1,2,2,1,NYSE,1598.838
16698,2022-07-01,1,1,1,1,NASDAQ,1939.24992
16703,2022-07-01,1,2,2,3,NASDAQ,433.66054
14609,2022-07-01,1,2,3,2,NASDAQ,423.12039
14610,2022-07-01,1,3,1,3,NASDAQ,26.368020000000005
14615,2022-07-01,1,2,1,1,NASDAQ,106.06055
14625,2022-07-01,1,3,1,1,NYSE,69.8808
14632,2022-07-01,1,3,2,2,NYSE,1082.73402
14636,2022-07-01,1,1,2,2,AMEX,27.95265
14645,2022-07-01,1,1,1,1,NASDAQ,14.3994
14647,2022-07-01,1,3,1,3,NASDAQ,232.62099
14650,2022-07-01,1,3,2,2,NASDAQ,240.6996
14653,2022-07-01,1,3,2,3,NASDAQ,729.41583
14663,2022-07-01,1,2,2,3,NASDAQ,78.18853
14668,2022-07-01,1,1,1,2,NASDAQ,60.73272
14677,2022-07-01,1,3,1,1,NASDAQ,234.4209
14682,2022-07-01,1,3,2,1,NYSE,167.28438
14684,2022-07-01,1,3,3,2,NYSE,872.37246
14688,2022-07-01,1,2,2,2,NASDAQ,1704.43168
14690,2022-07-01,1,2,1,1,NASDAQ,90.72544020000001
14691,2022-07-01,1,2,1,3,NASDAQ,249.80010000000004
14694,2022-07-01,1,2,2,3,NASDAQ,716.72118
14708,2022-07-01,1,1,1,3,NASDAQ,329.32848
14711,2022-07-01,1,2,1,1,NASDAQ,34.7116
14715,2022-07-01,1,1,1,3,NYSE,356.48028
14716,2022-07-01,1,2,3,3,NYSE,1480.59228
14720,2022-07-01,1,2,1,3,AMEX,52.7017309
14751,2022-07-01,1,2,3,2,NYSE,1594.27385
14773,2022-07-01,1,1,1,2,NYSE,937.2708
14778,2022-07-01,1,2,3,1,NYSE,105.43806
14782,2022-07-01,1,1,1,2,NASDAQ,2455.2937
14790,2022-07-01,1,3,1,1,NASDAQ,119.1252
14797,2022-07-01,1,1,1,3,NASDAQ,1145.39952
14807,2022-07-01,1,1,2,2,NASDAQ,426.32034
14810,2022-07-01,1,3,2,2,NASDAQ,219.5475
14812,2022-07-01,1,2,2,2,NASDAQ,364.10952
14813,2022-07-01,1,1,1,3,NASDAQ,608.0391
14815,2022-07-01,1,1,1,1,NASDAQ,180.04316
14816,2022-07-01,1,2,2,2,NYSE,1431.21545
14818,2022-07-01,1,3,2,2,NASDAQ,51.64215
14820,2022-07-01,1,2,1,1,NASDAQ,108.0333
14822,2022-07-01,1,1,1,3,NASDAQ,17.6754
14823,2022-07-01,1,1,1,1,NASDAQ,309.17819999999995
14828,2022-07-01,1,2,1,1,NASDAQ,1918.2646999999997
14830,2022-07-01,1,1,3,1,NASDAQ,121.47228
14852,2022-07-01,1,3,1,1,NYSE,42.62121
14855,2022-07-01,1,2,3,3,NYSE,823.24172
14862,2022-07-01,1,3,1,1,NASDAQ,24.6725838
14874,2022-07-01,1,2,1,1,NASDAQ,118.5392
14877,2022-07-01,1,3,2,2,NASDAQ,55.65882
14884,2022-07-01,1,2,2,2,NYSE,395.73142
14925,2022-07-01,1,1,1,1,NASDAQ,100.70135999999998
14927,2022-07-01,1,2,1,3,NASDAQ,120.75231
14932,2022-07-01,1,3,2,1,NASDAQ,146.412
14934,2022-07-01,1,3,1,2,NASDAQ,10.47381
14937,2022-07-01,1,3,1,1,NASDAQ,33.56708
14941,2022-07-01,1,3,2,1,NYSE,1293.8655
14942,2022-07-01,1,3,2,2,NASDAQ,494.98260000000005
14943,2022-07-01,1,3,2,1,NASDAQ,117.22608
14951,2022-07-01,1,2,2,2,NYSE,129.38448
14953,2022-07-01,1,1,2,2,NYSE,2049.17667
14960,2022-07-01,1,3,3,3,NYSE,938.40802
14991,2022-07-01,1,1,1,1,NASDAQ,735.03324
14995,2022-07-01,1,1,1,1,NASDAQ,11.9679
15014,2022-07-01,1,1,1,1,NASDAQ,1604.0893
15015,2022-07-01,1,3,1,1,NASDAQ,32.98301
15016,2022-07-01,1,1,1,2,NASDAQ,52.5430571
15022,2022-07-01,1,2,2,2,NASDAQ,1578.60626
15046,2022-07-01,1,1,1,1,NYSE,1545.48963
15056,2022-07-01,1,2,1,3,NASDAQ,388.78488
15057,2022-07-01,1,2,1,3,NASDAQ,6.6312505999999996
15058,2022-07-01,1,2,1,1,NASDAQ,22.2044561
15059,2022-07-01,1,1,1,1,NASDAQ,562.56972
15062,2022-07-01,1,3,1,3,NASDAQ,80.00026999999999
15064,2022-07-01,1,3,2,3,NASDAQ,1154.80576
15065,2022-07-01,1,1,1,1,NASDAQ,989.82048
15067,2022-07-01,1,1,1,3,NASDAQ,2481.3798
15070,2022-07-01,1,2,2,2,NASDAQ,509.69163
