permno,sorting_date,portfolio_size,portfolio_bm,portfolio_op,portfolio_inv,exchange,size
17821,2024-07-01,1,1,1,1,NASDAQ,666.33336
17825,2024-07-01,1,2,1,1,NASDAQ,22.7448
17867,2024-07-01,1,3,2,2,NYSE,1256.85
17869,2024-07-01,1,3,1,1,NASDAQ,35.9379
17871,2024-07-01,1,3,1,2,NASDAQ,242.66897999999998
17875,2024-07-01,1,1,2,2,NASDAQ,172.56655
17877,2024-07-01,1,1,1,1,NASDAQ,41.45421
17880,2024-07-01,1,1,1,1,NASDAQ,656.6728
17885,2024-07-01,1,2,1,1,NASDAQ,8.029802400000001
17887,2024-07-01,1,2,2,3,NASDAQ,517.6214399999999
17889,2024-07-01,1,3,1,1,NASDAQ,43.7328
17890,2024-07-01,1,3,1,2,NASDAQ,333.36725
17891,2024-07-01,1,2,3,3,NASDAQ,351.14158
17892,2024-07-01,1,3,1,3,NASDAQ,759.62976
17895,2024-07-01,1,2,1,3,NASDAQ,183.21
17898,2024-07-01,1,1,1,2,NASDAQ,54.2448
17901,2024-07-01,1,3,1,1,NASDAQ,6.9815625
17906,2024-07-01,1,1,1,3,NASDAQ,309.50424
17907,2024-07-01,1,2,1,2,NASDAQ,397.00206
17948,2024-07-01,1,2,1,1,NASDAQ,88.851
17949,2024-07-01,1,1,1,3,NYSE,2778.7248
17951,2024-07-01,1,3,1,1,NASDAQ,4.9381
17956,2024-07-01,1,3,3,2,NASDAQ,497.02594
17957,2024-07-01,1,2,3,3,NASDAQ,620.76756
17959,2024-07-01,1,1,1,3,NASDAQ,3552.83238
17968,2024-07-01,1,1,1,1,NASDAQ,916.98
17970,2024-07-01,1,3,2,2,NASDAQ,164.237
17974,2024-07-01,1,3,1,3,NASDAQ,614.79
17976,2024-07-01,1,3,2,1,NASDAQ,966.98976
17977,2024-07-01,1,3,1,1,NASDAQ,1380.9955
18011,2024-07-01,1,1,2,1,NASDAQ,1785.56148
18013,2024-07-01,1,1,1,2,NYSE,1272.43016
18043,2024-07-01,1,2,3,2,NASDAQ,839.262
18046,2024-07-01,1,3,2,1,NASDAQ,33.91296
18048,2024-07-01,1,1,3,3,NASDAQ,83.49165
18051,2024-07-01,1,3,1,1,NASDAQ,70.64352
18052,2024-07-01,1,3,2,3,NASDAQ,232.05512000000002
18058,2024-07-01,1,1,2,3,NASDAQ,228.79203999999996
18063,2024-07-01,1,1,1,2,NYSE,394.23736
18064,2024-07-01,1,1,3,2,NASDAQ,2603.5195
18075,2024-07-01,1,3,2,3,NYSE,15.29682
18086,2024-07-01,1,3,1,1,AMEX,27.11925
18089,2024-07-01,1,3,1,3,AMEX,4.430205
18098,2024-07-01,1,1,1,2,NASDAQ,207.93888
18100,2024-07-01,1,1,1,2,NASDAQ,1826.132
13006,2024-07-01,1,2,2,3,NASDAQ,469.31175
13007,2024-07-01,1,3,2,3,NASDAQ,196.85432
13019,2024-07-01,1,1,3,3,NYSE,376.99132
13085,2024-07-01,1,2,2,2,NYSE,3070.5204799999997
13111,2024-07-01,1,3,1,1,NASDAQ,18.84536
13124,2024-07-01,1,3,3,3,NYSE,1643.1012
13168,2024-07-01,1,1,2,2,NASDAQ,2239.91027
13196,2024-07-01,1,2,2,1,AMEX,267.44138000000004
13198,2024-07-01,1,3,3,2,NASDAQ,51.15418
13202,2024-07-01,1,1,1,3,NASDAQ,80.09048
13249,2024-07-01,1,2,2,2,NYSE,782.01124
13253,2024-07-01,1,3,3,1,NYSE,1208.26725
13260,2024-07-01,1,2,1,1,NASDAQ,106.44381
13278,2024-07-01,1,3,2,2,NASDAQ,214.9812
13279,2024-07-01,1,2,1,1,NASDAQ,2.59548
13302,2024-07-01,1,3,2,2,NYSE,284.41104
13303,2024-07-01,1,3,1,1,NYSE,294.46299
13318,2024-07-01,1,1,2,2,NYSE,2492.5731
13328,2024-07-01,1,2,1,1,NASDAQ,297.59802
13337,2024-07-01,1,3,2,2,NYSE,207.10824
13343,2024-07-01,1,2,3,2,NYSE,1098.33116
13369,2024-07-01,1,1,1,1,NASDAQ,41.8868658
13399,2024-07-01,1,3,2,1,NYSE,137.33928
13410,2024-07-01,1,2,2,1,NASDAQ,1472.4805
13411,2024-07-01,1,3,1,1,NASDAQ,101.23644000000002
13508,2024-07-01,1,2,3,2,NYSE,483.1904
13520,2024-07-01,1,1,2,2,NASDAQ,446.6016
13528,2024-07-01,1,2,3,3,NASDAQ,282.23235
13534,2024-07-01,1,3,2,3,NASDAQ,523.63311
13548,2024-07-01,1,1,3,2,NASDAQ,1649.47248
13559,2024-07-01,1,1,1,1,NASDAQ,223.851
13561,2024-07-01,1,3,2,2,NASDAQ,103.878
13563,2024-07-01,1,1,3,1,NASDAQ,309.44529
13577,2024-07-01,1,2,3,2,NYSE,978.3119
13579,2024-07-01,1,2,2,2,NYSE,1477.06625
13599,2024-07-01,1,2,3,1,NASDAQ,80.3142
13621,2024-07-01,1,1,3,2,NASDAQ,157.9796
13622,2024-07-01,1,3,1,1,NYSE,367.76417
13625,2024-07-01,1,1,3,3,NYSE,1387.1241
13652,2024-07-01,1,2,1,1,NASDAQ,116.85681
13693,2024-07-01,1,2,1,1,NASDAQ,149.65083
13694,2024-07-01,1,2,3,2,NASDAQ,228.24
13704,2024-07-01,1,2,1,2,NASDAQ,1773.29337
13712,2024-07-01,1,1,3,1,NASDAQ,507.79260000000005
13743,2024-07-01,1,3,2,3,NYSE,952.01729
13748,2024-07-01,1,2,2,2,NYSE,3534.16825
13769,2024-07-01,1,3,3,3,AMEX,20.22435
13777,2024-07-01,1,1,2,2,NASDAQ,287.22067
13796,2024-07-01,1,1,1,3,NASDAQ,741.15631
13797,2024-07-01,1,3,2,3,NASDAQ,234.20936
13798,2024-07-01,1,3,1,3,NASDAQ,104.41653
13802,2024-07-01,1,1,3,3,NYSE,2885.06189
13812,2024-07-01,1,3,1,1,NASDAQ,7.2592799999999995
13825,2024-07-01,1,3,1,3,NASDAQ,274.73054
13828,2024-07-01,1,1,1,1,NASDAQ,5.86086
13837,2024-07-01,1,1,3,3,NYSE,2141.59925
13844,2024-07-01,1,2,1,3,NASDAQ,62.871578799999995
13863,2024-07-01,1,3,1,1,NASDAQ,18.56652
13870,2024-07-01,1,3,1,1,NASDAQ,78.517632
13877,2024-07-01,1,3,2,2,NASDAQ,1883.4355200000002
13878,2024-07-01,1,1,2,3,NASDAQ,1016.97057
13883,2024-07-01,1,1,1,3,NASDAQ,53.60244
13918,2024-07-01,1,1,1,1,NASDAQ,658.4727
13919,2024-07-01,1,3,1,2,NYSE,579.7845
13921,2024-07-01,1,2,3,2,NYSE,1518.66296
13935,2024-07-01,1,1,3,1,NASDAQ,547.83945
13947,2024-07-01,1,2,1,3,NASDAQ,190.79307519999998
13956,2024-07-01,1,1,3,2,NASDAQ,1220.61446
13959,2024-07-01,1,1,3,3,NASDAQ,71.64668
13969,2024-07-01,1,2,2,1,NASDAQ,148.83773
13976,2024-07-01,1,3,1,1,AMEX,11.53775
14033,2024-07-01,1,3,1,1,NASDAQ,10.9536633
14044,2024-07-01,1,2,1,1,NASDAQ,2452.45
14056,2024-07-01,1,2,1,1,NASDAQ,11.3046369
14060,2024-07-01,1,3,1,1,NASDAQ,10.6662
14072,2024-07-01,1,1,1,1,NASDAQ,399.19648
14093,2024-07-01,1,3,1,3,NASDAQ,58.685375
14097,2024-07-01,1,2,2,3,NASDAQ,2008.65558
14107,2024-07-01,1,3,1,1,NASDAQ,6.8575342
14133,2024-07-01,1,3,1,1,AMEX,20.32008
14135,2024-07-01,1,3,2,2,AMEX,80.830533
14137,2024-07-01,1,3,2,3,AMEX,334.51353
14145,2024-07-01,1,1,1,1,NASDAQ,336.94704999999993
14166,2024-07-01,1,2,2,3,NASDAQ,1513.64457
14169,2024-07-01,1,2,2,2,NASDAQ,1960.8540900000003
14172,2024-07-01,1,1,1,1,NASDAQ,43.34049
14213,2024-07-01,1,1,1,1,NYSE,1219.06752
14221,2024-07-01,1,3,2,1,NYSE,152.7093
14245,2024-07-01,1,3,1,1,NASDAQ,373.428
14257,2024-07-01,1,1,1,3,NASDAQ,266.56425
14258,2024-07-01,1,1,3,2,NASDAQ,240.45031999999998
14263,2024-07-01,1,2,1,2,NASDAQ,1663.0424800000003
14273,2024-07-01,1,2,2,1,NYSE,323.00572
14274,2024-07-01,1,3,3,1,NYSE,27.14364
14276,2024-07-01,1,3,1,2,NYSE,430.938
14296,2024-07-01,1,2,1,1,NYSE,17.3052
14310,2024-07-01,1,3,2,3,NASDAQ,320.3473
14313,2024-07-01,1,1,1,1,NASDAQ,54.31964
14317,2024-07-01,1,2,2,3,NASDAQ,2103.015
14318,2024-07-01,1,2,2,3,NASDAQ,2715.16656
14325,2024-07-01,1,1,1,1,NASDAQ,2636.37615
14339,2024-07-01,1,2,1,1,NASDAQ,13.703745
14358,2024-07-01,1,2,1,1,NASDAQ,20.15496
14359,2024-07-01,1,2,1,3,NASDAQ,1169.23038
14401,2024-07-01,1,3,2,2,NYSE,3611.93065
14419,2024-07-01,1,2,1,2,NASDAQ,4.3608
14422,2024-07-01,1,3,1,1,NASDAQ,14.148204
14431,2024-07-01,1,1,1,1,NASDAQ,18.1586944
14434,2024-07-01,1,2,3,3,NASDAQ,707.17728
14435,2024-07-01,1,1,1,1,NASDAQ,4.3556272
14436,2024-07-01,1,1,1,2,NASDAQ,3786.7485
14440,2024-07-01,1,1,1,3,NASDAQ,628.47654
14444,2024-07-01,1,3,1,2,NASDAQ,3.5904
14452,2024-07-01,1,1,1,1,NASDAQ,63.1484
14459,2024-07-01,1,3,1,1,NASDAQ,192.83547000000004
14468,2024-07-01,1,3,1,1,NASDAQ,3.1772047999999997
14469,2024-07-01,1,1,3,3,NASDAQ,240.3872
14487,2024-07-01,1,2,2,3,NYSE,1548.9814400000002
14490,2024-07-01,1,2,3,1,NYSE,680.19628
14495,2024-07-01,1,1,2,2,NYSE,1031.20175
14497,2024-07-01,1,1,1,1,AMEX,220.3942
14503,2024-07-01,1,1,3,1,NYSE,2372.1698
14516,2024-07-01,1,1,1,1,NYSE,3625.833
14526,2024-07-01,1,1,3,2,NASDAQ,1378.411395
14532,2024-07-01,1,2,3,3,NASDAQ,742.98861
14535,2024-07-01,1,2,1,3,NASDAQ,472.66971
14536,2024-07-01,1,1,1,1,NASDAQ,4.566
14543,2024-07-01,1,1,3,3,NASDAQ,1741.02435
14544,2024-07-01,1,3,1,2,NASDAQ,426.80754
14545,2024-07-01,1,3,1,1,NASDAQ,44.06752
14548,2024-07-01,1,2,2,3,NASDAQ,67.04246
14551,2024-07-01,1,3,1,1,NASDAQ,7.04836
14554,2024-07-01,1,3,2,1,NASDAQ,14.38965
14556,2024-07-01,1,3,1,1,NASDAQ,7.143860000000001
14580,2024-07-01,1,2,2,2,NASDAQ,1875.7638899999997
14596,2024-07-01,1,1,1,3,NASDAQ,3295.1079
14599,2024-07-01,1,3,1,2,NASDAQ,54.68872
14601,2024-07-01,1,3,2,1,NASDAQ,1593.0096
14603,2024-07-01,1,3,3,2,NASDAQ,341.06826
14604,2024-07-01,1,3,2,2,NASDAQ,321.37578
14609,2024-07-01,1,3,3,2,NASDAQ,90.97268
14610,2024-07-01,1,2,1,1,NASDAQ,11.864164
14615,2024-07-01,1,2,1,1,NASDAQ,99.98769000000001
14625,2024-07-01,1,3,3,1,NYSE,216.90288
14632,2024-07-01,1,2,2,3,NYSE,1466.40519
19979,2024-07-01,1,1,1,1,NASDAQ,248.22368
19985,2024-07-01,1,2,1,1,NASDAQ,6.426560000000001
19986,2024-07-01,1,1,1,1,NASDAQ,734.38816
19993,2024-07-01,1,2,1,3,NASDAQ,21.382563100000002
19994,2024-07-01,1,2,1,1,NASDAQ,184.22622
19995,2024-07-01,1,1,1,3,NASDAQ,1033.6554
19996,2024-07-01,1,1,3,1,NASDAQ,646.75908
19997,2024-07-01,1,2,1,1,NASDAQ,17.5471505
20058,2024-07-01,1,1,1,3,NASDAQ,619.40172
20059,2024-07-01,1,2,1,1,NASDAQ,1013.06124
20062,2024-07-01,1,1,3,2,NASDAQ,3361.75018
20064,2024-07-01,1,3,3,2,NYSE,314.58956
20082,2024-07-01,1,1,3,2,NYSE,67.41693
20094,2024-07-01,1,1,1,1,NYSE,263.60712
20114,2024-07-01,1,1,2,2,NYSE,3119.2722
20115,2024-07-01,1,1,1,1,NYSE,1317.90267
20117,2024-07-01,1,1,1,1,NYSE,2074.49606
20120,2024-07-01,1,2,2,2,NYSE,427.13338
20126,2024-07-01,1,1,1,2,NYSE,3613.0490999999997
20130,2024-07-01,1,1,1,1,NYSE,182.03501
20134,2024-07-01,1,3,1,1,NASDAQ,132.81357359999998
20135,2024-07-01,1,1,1,2,NASDAQ,4.253835
20137,2024-07-01,1,1,1,1,NASDAQ,572.8704
20143,2024-07-01,1,1,1,1,NYSE,184.08848
20145,2024-07-01,1,3,1,1,NASDAQ,496.34505000000007
20146,2024-07-01,1,1,1,3,NASDAQ,853.71
20147,2024-07-01,1,3,1,1,NASDAQ,15.3301
20153,2024-07-01,1,2,2,1,NASDAQ,1735.9806
20154,2024-07-01,1,1,1,1,NASDAQ,5.33013
20163,2024-07-01,1,3,1,3,NASDAQ,3.13813
20169,2024-07-01,1,3,1,1,NASDAQ,228.9578
20171,2024-07-01,1,2,1,1,NYSE,143.0662501
20173,2024-07-01,1,2,1,1,NASDAQ,290.33645999999993
20178,2024-07-01,1,1,1,1,NASDAQ,2383.2048
20179,2024-07-01,1,1,1,3,NYSE,117.90944000000002
20181,2024-07-01,1,1,1,1,NASDAQ,238.06848
20187,2024-07-01,1,3,1,1,NASDAQ,99.42408
20188,2024-07-01,1,2,3,2,NYSE,3633.11652
20193,2024-07-01,1,1,1,1,NYSE,3513.36928
20194,2024-07-01,1,3,1,1,NASDAQ,31.726199999999995
20195,2024-07-01,1,1,1,2,NASDAQ,2228.20185
20196,2024-07-01,1,1,1,2,NASDAQ,2101.49156
20204,2024-07-01,1,1,3,2,NYSE,3508.74034
20207,2024-07-01,1,1,1,2,NYSE,1004.4144
20238,2024-07-01,1,3,1,1,NYSE,317.86496
20253,2024-07-01,1,1,1,1,NYSE,120.67484
20277,2024-07-01,1,2,2,2,NASDAQ,223.83323999999996
20280,2024-07-01,1,2,1,1,NASDAQ,66.20662
20281,2024-07-01,1,1,1,1,NASDAQ,11.478791
20285,2024-07-01,1,1,1,3,NASDAQ,45.7481908
20287,2024-07-01,1,1,1,3,NASDAQ,285.76702
20288,2024-07-01,1,1,1,3,NASDAQ,36.44392
20290,2024-07-01,1,2,1,1,NASDAQ,79.8110105
20292,2024-07-01,1,1,1,3,NASDAQ,1089.67486
20294,2024-07-01,1,2,1,1,NASDAQ,6.63552
20295,2024-07-01,1,2,1,3,NASDAQ,1363.7564
20297,2024-07-01,1,3,1,1,NASDAQ,8.73136
20305,2024-07-01,1,2,1,1,NASDAQ,178.34965
20307,2024-07-01,1,2,2,3,NASDAQ,314.20047
20310,2024-07-01,1,2,1,1,NASDAQ,54.52681
20312,2024-07-01,1,1,1,1,NASDAQ,38.59958
20315,2024-07-01,1,2,2,3,NASDAQ,837.05634
20318,2024-07-01,1,2,1,1,NASDAQ,824.9594
20325,2024-07-01,1,1,1,1,NYSE,1035.02091
20331,2024-07-01,1,1,1,1,NASDAQ,5.96797
20332,2024-07-01,1,1,1,1,NASDAQ,7.550220000000001
20333,2024-07-01,1,3,1,1,NASDAQ,149.66481
20336,2024-07-01,1,2,1,1,NASDAQ,145.1707
20338,2024-07-01,1,1,1,3,AMEX,227.91075
20341,2024-07-01,1,3,2,2,NASDAQ,889.05978
20342,2024-07-01,1,2,2,1,NASDAQ,2088.76386
20344,2024-07-01,1,2,3,3,NYSE,890.84164
20347,2024-07-01,1,1,2,3,NASDAQ,1050.24816
20357,2024-07-01,1,1,1,1,NYSE,1486.52865
20365,2024-07-01,1,3,1,1,NYSE,34.92549
20381,2024-07-01,1,1,1,3,NASDAQ,721.16286
20395,2024-07-01,1,2,2,2,NASDAQ,2408.03148
20397,2024-07-01,1,3,1,1,NASDAQ,35.1057
20402,2024-07-01,1,2,1,1,NYSE,28.18016
20404,2024-07-01,1,3,1,2,NYSE,419.9517000000001
20419,2024-07-01,1,3,1,1,NASDAQ,16.4541
20420,2024-07-01,1,3,1,1,NASDAQ,1009.2876800000001
20422,2024-07-01,1,3,1,3,NASDAQ,14.75368
20427,2024-07-01,1,3,1,3,NASDAQ,22.9805
20430,2024-07-01,1,3,1,1,NASDAQ,48.5622
20438,2024-07-01,1,1,2,2,NASDAQ,810.4659
20439,2024-07-01,1,1,1,1,NASDAQ,6.50797
20451,2024-07-01,1,2,2,3,NASDAQ,514.1241
20452,2024-07-01,1,1,1,3,NASDAQ,2710.18438
20464,2024-07-01,1,1,1,1,NYSE,1090.9323
20465,2024-07-01,1,2,1,1,NYSE,251.60865
20468,2024-07-01,1,1,1,1,NASDAQ,1213.26114
20469,2024-07-01,1,2,1,3,NASDAQ,161.62125
20471,2024-07-01,1,2,1,2,NASDAQ,1329.18919
20522,2024-07-01,1,2,1,3,NYSE,626.71
20545,2024-07-01,1,3,1,1,NYSE,140.64105
20552,2024-07-01,1,3,1,1,NYSE,32.310019200000006
20561,2024-07-01,1,2,1,1,NYSE,264.3184
20566,2024-07-01,1,3,1,1,NASDAQ,10.206
20567,2024-07-01,1,1,1,1,NASDAQ,42.16449
20572,2024-07-01,1,1,1,1,NASDAQ,2.71018
20576,2024-07-01,1,2,1,3,NASDAQ,28.6099
20578,2024-07-01,1,3,1,1,NASDAQ,28.69875
20580,2024-07-01,1,3,1,1,NASDAQ,8.343926399999999
20581,2024-07-01,1,2,2,1,NASDAQ,374.739
20598,2024-07-01,1,2,3,3,NASDAQ,2703.44529
20599,2024-07-01,1,2,1,1,NYSE,482.36892
20601,2024-07-01,1,2,1,1,NASDAQ,1425.95682
20609,2024-07-01,1,2,1,1,NASDAQ,13.06837
20613,2024-07-01,1,3,1,1,NASDAQ,3.7838229
20614,2024-07-01,1,3,1,1,NASDAQ,14.29125
20623,2024-07-01,1,3,1,1,NASDAQ,3.987906
20630,2024-07-01,1,3,1,1,NASDAQ,15.5793924
20632,2024-07-01,1,2,1,1,NASDAQ,478.98816
20633,2024-07-01,1,3,1,1,NASDAQ,15.7817996
20637,2024-07-01,1,2,1,1,NASDAQ,16.38427
20640,2024-07-01,1,3,1,1,NASDAQ,5.2416
20641,2024-07-01,1,3,1,1,NASDAQ,68.358
20644,2024-07-01,1,2,1,1,NASDAQ,1.4680974
20646,2024-07-01,1,2,1,1,NYSE,3191.03638
20647,2024-07-01,1,1,1,2,NASDAQ,675.13536
20649,2024-07-01,1,2,2,2,NYSE,2642.7534
20652,2024-07-01,1,2,3,3,NASDAQ,663.25592
20653,2024-07-01,1,3,1,1,NYSE,466.86692
20654,2024-07-01,1,2,2,3,NYSE,1044.0692
20655,2024-07-01,1,3,1,1,NASDAQ,66.92616
20657,2024-07-01,1,1,1,2,NASDAQ,2767.77675
20658,2024-07-01,1,3,2,1,NASDAQ,318.75186
20659,2024-07-01,1,2,2,2,NYSE,1318.9608
20660,2024-07-01,1,2,2,2,NASDAQ,176.16879999999998
20661,2024-07-01,1,1,1,1,NASDAQ,1495.47334
20662,2024-07-01,1,3,1,1,NASDAQ,189.677
20663,2024-07-01,1,2,1,1,NASDAQ,142.7592
20681,2024-07-01,1,1,1,2,NYSE,1117.76192
20721,2024-07-01,1,2,1,1,NYSE,141.34796
20726,2024-07-01,1,3,1,1,NASDAQ,42.832
20727,2024-07-01,1,1,1,3,NYSE,1630.56725
20750,2024-07-01,1,2,2,3,NYSE,2800.49146
20751,2024-07-01,1,2,1,1,NYSE,391.41375
20764,2024-07-01,1,3,2,1,NASDAQ,252.1374
20787,2024-07-01,1,3,1,1,NASDAQ,99.02603999999998
20791,2024-07-01,1,2,1,1,NASDAQ,1686.5104300000003
20794,2024-07-01,1,1,1,3,NASDAQ,82.4415
20796,2024-07-01,1,1,1,1,NASDAQ,32.22144
20816,2024-07-01,1,3,1,3,NASDAQ,79.6257
20832,2024-07-01,1,3,1,1,NYSE,525.7146799999999
20834,2024-07-01,1,1,1,1,NASDAQ,908.55939
20848,2024-07-01,1,1,1,1,NASDAQ,27.210700000000003
20876,2024-07-01,1,1,1,3,NASDAQ,3624.8553599999996
20887,2024-07-01,1,3,1,2,NASDAQ,106.5216
20891,2024-07-01,1,2,1,3,NASDAQ,1106.64696
20893,2024-07-01,1,1,1,2,NYSE,2689.65348
20898,2024-07-01,1,1,1,1,NASDAQ,1992.435
20902,2024-07-01,1,3,1,2,NASDAQ,350.19831
20916,2024-07-01,1,1,1,1,NYSE,1710.558
20919,2024-07-01,1,2,1,1,NYSE,501.48204
20920,2024-07-01,1,1,2,3,NYSE,3344.86812
20927,2024-07-01,1,3,1,3,NYSE,48.8868078
20945,2024-07-01,1,1,1,1,NYSE,13.377840000000003
20975,2024-07-01,1,3,1,1,NASDAQ,336.33
20998,2024-07-01,1,1,3,3,NYSE,1309.33089
20999,2024-07-01,1,2,1,3,NYSE,23.68152
21007,2024-07-01,1,2,1,1,NASDAQ,192.16879
21016,2024-07-01,1,1,1,2,NASDAQ,115.75278
21017,2024-07-01,1,1,1,1,NASDAQ,2819.0928
21018,2024-07-01,1,2,1,1,NASDAQ,11.5168455
21027,2024-07-01,1,1,1,3,NASDAQ,162.828
21029,2024-07-01,1,2,1,1,NASDAQ,654.98325
21044,2024-07-01,1,2,1,2,NASDAQ,72.8414286
21051,2024-07-01,1,2,1,1,NASDAQ,44.832059
21055,2024-07-01,1,3,2,1,NYSE,300.64836
21060,2024-07-01,1,2,1,3,NASDAQ,106.63288
21072,2024-07-01,1,1,3,3,NASDAQ,592.0437
21081,2024-07-01,1,1,1,1,NASDAQ,220.29084
21087,2024-07-01,1,1,1,3,NASDAQ,2076.54502
21090,2024-07-01,1,2,1,1,NASDAQ,85.43235
21091,2024-07-01,1,3,1,2,NASDAQ,50.46571
21096,2024-07-01,1,1,3,2,NASDAQ,363.1302
21102,2024-07-01,1,1,1,1,NYSE,571.3400952
21105,2024-07-01,1,1,1,3,NASDAQ,413.46375
21116,2024-07-01,1,1,3,1,NASDAQ,64.94593
21118,2024-07-01,1,1,1,1,NASDAQ,292.45844
21120,2024-07-01,1,2,1,2,NASDAQ,586.46044
21122,2024-07-01,1,1,1,3,NASDAQ,2019.80526
21123,2024-07-01,1,3,2,3,NYSE,416.214
21125,2024-07-01,1,1,3,1,NYSE,696.95757
21210,2024-07-01,1,1,2,3,NYSE,863.16152
21219,2024-07-01,1,2,3,3,NYSE,2736.422
21260,2024-07-01,1,1,1,1,NYSE,57.9321
21262,2024-07-01,1,1,1,3,NASDAQ,1208.40954
21263,2024-07-01,1,3,1,1,NASDAQ,21.0574
21269,2024-07-01,1,1,1,1,NASDAQ,70.79709
21271,2024-07-01,1,1,2,3,NASDAQ,559.47221
21272,2024-07-01,1,1,1,1,NASDAQ,227.31446
21280,2024-07-01,1,2,1,1,NASDAQ,3.34313
21281,2024-07-01,1,3,1,1,NASDAQ,294.75765
21285,2024-07-01,1,3,1,2,NASDAQ,45.89376
21286,2024-07-01,1,3,1,1,NASDAQ,12.628380000000002
21294,2024-07-01,1,2,3,3,NASDAQ,504.21799999999996
21308,2024-07-01,1,3,1,1,NASDAQ,65.2288
21322,2024-07-01,1,1,1,1,NASDAQ,22.2776
21323,2024-07-01,1,3,1,3,NASDAQ,20.49084
18102,2024-07-01,1,3,1,1,NASDAQ,47.986128
18106,2024-07-01,1,2,3,3,NASDAQ,289.6189
18108,2024-07-01,1,2,3,2,NASDAQ,285.155
18115,2024-07-01,1,2,2,1,NASDAQ,198.59112
18116,2024-07-01,1,1,1,1,NASDAQ,72.7812052
18128,2024-07-01,1,2,1,3,NASDAQ,239.85566
18133,2024-07-01,1,1,1,1,NASDAQ,538.36936
18134,2024-07-01,1,1,1,2,NASDAQ,1419.07525
18135,2024-07-01,1,1,1,3,NASDAQ,3551.3736
18137,2024-07-01,1,2,1,1,NASDAQ,487.08417
18142,2024-07-01,1,3,2,2,NYSE,2856.09252
18145,2024-07-01,1,1,3,3,NYSE,3251.8297
18148,2024-07-01,1,3,1,1,NASDAQ,11.67628
18183,2024-07-01,1,2,2,2,NYSE,2026.7136000000003
18190,2024-07-01,1,1,1,3,NASDAQ,3429.73845
18191,2024-07-01,1,2,2,3,NASDAQ,828.46029
18192,2024-07-01,1,1,1,2,NASDAQ,805.67558
18195,2024-07-01,1,2,1,1,NASDAQ,24.555916800000002
18203,2024-07-01,1,3,1,1,NASDAQ,123.64525
18212,2024-07-01,1,1,1,3,NASDAQ,536.73723
18214,2024-07-01,1,1,1,1,NASDAQ,2883.81632
18215,2024-07-01,1,1,1,3,NASDAQ,38.16576
18217,2024-07-01,1,1,1,3,AMEX,80.60612
18224,2024-07-01,1,1,3,2,NYSE,3648.8537099999994
18248,2024-07-01,1,2,2,2,NYSE,1355.72736
18255,2024-07-01,1,3,1,3,NASDAQ,48.99643000000001
18257,2024-07-01,1,1,1,3,NASDAQ,84.70434
18302,2024-07-01,1,2,1,1,NASDAQ,8.04285
18309,2024-07-01,1,1,1,1,NASDAQ,283.00475
18311,2024-07-01,1,2,2,3,NASDAQ,554.06982
18322,2024-07-01,1,1,1,1,NASDAQ,91.586
18356,2024-07-01,1,3,1,2,NASDAQ,45.3581
18369,2024-07-01,1,3,2,2,NASDAQ,87.03378
18376,2024-07-01,1,1,1,1,NASDAQ,441.83734
18377,2024-07-01,1,1,1,3,NASDAQ,203.80790430000002
18396,2024-07-01,1,1,1,3,NASDAQ,56.59488
18402,2024-07-01,1,3,1,3,NASDAQ,4.872938700000001
18406,2024-07-01,1,1,1,1,NASDAQ,174.47724
18410,2024-07-01,1,2,1,2,NASDAQ,367.34128
18413,2024-07-01,1,3,1,1,NASDAQ,5.7944
18418,2024-07-01,1,1,3,3,NASDAQ,295.68632
18419,2024-07-01,1,1,1,1,AMEX,23.461796600000003
18424,2024-07-01,1,3,3,2,NYSE,2027.0413600000002
18425,2024-07-01,1,3,2,3,NYSE,484.60545
18427,2024-07-01,1,3,1,1,NASDAQ,5.7868
18457,2024-07-01,1,3,1,3,NASDAQ,143.904111
18458,2024-07-01,1,2,1,1,NASDAQ,69.30679
18459,2024-07-01,1,3,2,3,NASDAQ,348.86376
18461,2024-07-01,1,1,1,1,NASDAQ,5.18875
18482,2024-07-01,1,1,1,2,NYSE,2192.108
18514,2024-07-01,1,1,3,3,NYSE,266.50187999999997
18539,2024-07-01,1,3,1,1,NYSE,281.93832
18553,2024-07-01,1,2,1,3,NASDAQ,67.34288
18554,2024-07-01,1,2,2,2,NASDAQ,95.3932
18555,2024-07-01,1,3,1,1,NASDAQ,12.88494
18556,2024-07-01,1,3,1,1,NASDAQ,1.9791400000000003
18558,2024-07-01,1,3,1,3,NASDAQ,155.28126
18559,2024-07-01,1,3,1,1,NASDAQ,57.1388818
18560,2024-07-01,1,3,2,2,NASDAQ,134.73027
18563,2024-07-01,1,1,2,3,NASDAQ,2027.5327500000003
18566,2024-07-01,1,1,1,2,NASDAQ,1098.14848
18568,2024-07-01,1,1,1,1,NASDAQ,15.897544
18578,2024-07-01,1,1,3,2,NYSE,3693.1545000000006
18580,2024-07-01,1,2,1,1,NYSE,1006.742
18642,2024-07-01,1,3,2,2,NASDAQ,211.13784
18643,2024-07-01,1,2,1,1,NASDAQ,24.6626073
18648,2024-07-01,1,3,1,3,NASDAQ,32.45775
18652,2024-07-01,1,2,2,3,NASDAQ,124.77136
18656,2024-07-01,1,1,1,3,NASDAQ,2671.55501
18664,2024-07-01,1,3,1,1,NASDAQ,44.48184
18668,2024-07-01,1,2,2,2,NASDAQ,330.50713
18670,2024-07-01,1,2,1,2,NASDAQ,46.718
